,Type,Studio,Tags,Rating,Release_year
3886,Movie,Toei Animation,"Action, Ancient China, Historical, Romance of the Three Kingdoms, Based on a Novel",3.59,1993.0
3887,Movie,Shin-Ei Animation,"Adventure, Comedy, Shounen, Family Friendly, Superheroes, Superpowers, Based on a Manga",3.59,2004.0
3890,Movie,Magic Bus,"Drama, Countryside, Historical",3.59,1992.0
3893,TV   ,MADHOUSE,"Aviation, Military, Based on a Light Novel",3.59,2008.0
3895,TV   ,Production I.G,"Comedy, Fantasy, Shounen, Chibi, Gag, Parody, School Club, School Life, Based on a Manga",3.59,2015.0
3897,Movie,Toei Animation,"Mystery, Shounen, Childhood Friends, Detectives, Based on a Manga",3.59,1996.0
3898,TV   ,J.C.Staff,"Action, Sci Fi, Military, War, Based on a Light Novel",3.59,2015.0
3902,Movie,The Answer Studio,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists",3.59,2017.0
3904,TV   ,Shin-Ei Animation,"Comedy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Based on a Manga",3.59,1984.0
3907,Movie,Toei Animation,"Magical Girl, Shoujo, Henshin Heroes, Magic, Sentai, Shorts, Tokusatsu, Based on a Manga",3.59,1993.0
3908,Movie,Toei Animation,"Adventure, Sci Fi",3.59,2009.0
3910,TV   ,AIC Spirits,"Action, Horror, Demons, Supernatural, Superpowers, Based on a Video Game",3.59,2007.0
3911,TV   ,Magic Bus,"Comedy, Fantasy, Animal Protagonists, Anthropomorphic, Chibi, Forest, Non-Human Protagonists, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.59,2005.0
3912,TV   ,Bridge,"Fantasy, Magical Girl, Henshin Heroes, Korean Animation, Magic, Original Work",3.58,2016.0
3913,TV   ,Eiken,"Seinen, Slice of Life, Cooking, Family Life, Food and Beverage, Recipes, Salaryman, Based on a Manga",3.58,1992.0
3916,TV   ,J.C.Staff,"Comedy, Harem, Romance, Seinen, Slice of Life, Boarding House, Neighbors, Sudden Girlfriend Appearance, Based on a Manga",3.58,2002.0
3917,TV   ,Nippon Animation,"Comedy, Shounen, Slice of Life, School Life, Based on a Manga",3.58,2008.0
3918,Movie,Pierrot,"Slice of Life, 18th Century, Buddhism, Historical",3.58,2003.0
3919,TV   ,Toei Animation,"Romance, Shounen, Sports, Love Triangle, Soccer, Based on a Manga",3.58,1993.0
3921,Movie,CoMix Wave Films,"Drama, Romance, Coming of Age, Fashion, Food and Beverage, Original Work, Mature Themes,, Domestic Abuse",3.58,2018.0
3922,TV   ,Manglobe,"Drama, Harem, Romance, All-Girls School, School Club, School Life, Tsundere, Based on an Eroge, Based on a Visual Novel, Sexual Content",3.58,2011.0
3923,TV   ,OLM,"Action, Fantasy, Card Battles, Family Friendly, Tournaments, Based on a Card Game",3.58,2018.0
3925,Movie,Tatsunoko Production,"Idols, Music, Showbiz",3.58,2020.0
3926,TV   ,Sunrise,"Sci Fi, Sports, Cars, Racing, Original Work",3.58,1991.0
3927,TV   ,GAINAX,"Comedy, Fantasy, Magic, Parody, Person in a Strange World, Original Work",3.58,2002.0
3928,Movie,Studio 4°C,"Adventure, Fantasy, Based on a Novel, CG Animation",3.58,2020.0
3930,Movie,OLM,"Sports, Soccer, Based on a Video Game",3.58,2014.0
3932,TV   ,MADHOUSE,"Action, Ecchi, Sci Fi, Seinen, Overpowered Main Characters, Panty Shots, Post-apocalyptic, Superpowers, Based on a Manga, Violence",3.58,2009.0
3933,Movie,Studio Ponoc,"Adventure, Drama, Fantasy, Sci Fi, Collections",3.58,2018.0
3935,TV   ,TMS Entertainment,"Action, Comedy, Seinen, 16th Century, Chibi, Feudal Japan, Historical, Ninja, Overpowered Main Characters, Rebellions, Short Episodes, War, Based on a 4-Koma Manga, Based on a Manga",3.58,2017.0
3938,Movie,Orange,"Action, Fantasy, Monsters, Based on a Mobile Game, CG Animation",3.58,2018.0
3939,TV   ,Ashi Productions,"Drama, Shounen, Sports, Baseball, Based on a Manga",3.58,1995.0
3941,TV   ,OLM,"Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Proxy Battles, School Life, Based on a Video Game",3.58,2016.0
3943,TV   ,Joker Films,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Feudal Japan, Historical, Non-Human Protagonists, Parody, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.58,2019.0
3946,TV   ,Geno Studio,"Drama, Mystery, Seinen, Kidnapping, Psychological, Supernatural, Based on a Manga, Violence",3.58,2018.0
3947,TV   ,Sunrise,"Action, Mecha, Sci Fi, Military, Original Work",3.58,1982.0
3949,TV   ,Pine Jam,"Comedy, Romance, School Club, School Life, Based on a Light Novel",3.58,2017.0
3951,TV   ,SHAFT,"Action, Comedy, Drama, Mystery, Based on a Song, Mental Illness, Supernatural",3.58,2014.0
3952,TV   ,Shin-Ei Animation,"Comedy, Seinen, Slice of Life, Bookstore, Coworkers, Doujinshi Industry, Manga Industry, Otaku Culture, Work Life, Based on a Manga",3.58,2014.0
3953,TV   ,TMS Entertainment,"Mystery, Shounen, Detectives, Based on a Manga",3.58,1999.0
3955,TV   ,OLM,"Action, Mecha, Sci Fi, Based on a Video Game",3.58,2013.0
3957,TV   ,Toei Animation,"Comedy, Fantasy, Romance, Angels, Gods, Non-Human Protagonists, School Life, Based on a Light Novel",3.58,2006.0
3958,TV   ,Nippon Animation,"Action, Comedy, Fantasy, Card Battles, Korean Animation, Proxy Battles",3.58,2005.0
3962,TV   ,Nippon Animation,"All-Girls School, America, Boarding School, Mysterious Benefactor, Orphans, World Masterpiece Theater, Based on a Novel",3.58,1990.0
3966,TV   ,8-Bit,"Action, Comedy, Mecha, Romance, Sci Fi, Aliens, Combining Mecha, Original Work",3.58,2012.0
3967,TV   ,J.C.Staff,"Comedy, Seinen, Slice of Life, Animal Characteristics, Chibi, Non-Human Protagonists, School Life, Based on a 4-Koma Manga, Based on a Manga",3.58,2007.0
3969,TV   ,Tezuka Productions,"Drama, Shounen, Doctors, Episodic, Medical, Based on a Manga",3.58,2004.0
3971,TV   ,Bones,"Drama, Sci Fi, Aliens, Superpowers, Original Work",3.58,2004.0
3980,TV   ,Sunrise,"Action, Mecha, Sci Fi, Super Robot, Original Work",3.58,1978.0
3983,TV   ,Studio Junio,"Action, Comedy, Harem, Sci Fi, Androids, Non-Human Protagonists, Robots",3.58,1996.0
3986,TV   ,Studio DEEN,"Comedy, Shoujo, All-Boys School, Boarding School, Crossdressing, School Life, Based on a Manga",3.58,2006.0
3987,TV   ,Zexcs,"Comedy, Ecchi, Romance, School Life, Based on a Light Novel",3.58,2006.0
3988,Movie,Marza Animation Planet,"Fantasy, Family Friendly, Non-Human Protagonists, Shorts, Based on a Picture Book, CG Animation",3.58,2016.0
3992,Movie,Millepensee,"Idols, Music, Showbiz, Original Work",3.58,2015.0
3993,TV   ,AIC,"Action, Adventure, Fantasy, Island, Magic, Medieval, Swordplay",3.58,1998.0
3998,TV   ,diomedea,"Seinen, Slice of Life, Japanese Mythology, Supernatural, Youkai, Based on a Manga",3.58,2013.0
3999,TV   ,LIDEN FILMS,"Fantasy, Mystery, Shoujo, Contemporary Fantasy, Japanese Mythology, Supernatural, Urban Fantasy, Work Life, Youkai, Based on a Manga",3.58,2019.0
4001,Movie,Toei Animation,"Action, Ancient China, Historical, Romance of the Three Kingdoms, Based on a Novel",3.58,1994.0
4003,Movie,Shin-Ei Animation,"Adventure, Comedy, Crude, Dream World",3.58,2016.0
4005,TV   ,Doga Kobo,"Action, Drama, Mecha, Sci Fi, Seinen, Amnesia, Outer Space, Based on a Manga",3.58,2013.0
4009,TV   ,Nippon Animation,"Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Original Work",3.58,2010.0
4012,TV   ,TMS Entertainment,"Comedy, Shounen, Based on a Manga",3.58,1981.0
4013,TV   ,Palm Studio,"Action, Mecha, Sci Fi, Shounen, Super Robot, Based on a Manga, Violence",3.58,2004.0
4014,TV   ,Asahi Production,"Comedy, Josei, Slice of Life, Mermaids, Non-Human Protagonists, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.58,2014.0
4015,TV   ,J.C.Staff,"Action, Mecha, Sci Fi, Aliens, Amnesia, Psychic Powers, Original Work",3.58,2018.0
4023,TV   ,Synergy SP,"Action, Adventure, Fantasy, Shounen, Person in a Strange World, Superpowers, Based on a Manga",3.58,2005.0
4024,TV   ,Toei Animation,"Action, Mecha, Sci Fi, Shounen, Super Robot, Based on a Manga",3.58,1975.0
4025,TV   ,Gallop,"Fantasy, Magical Girl, Romance, Shoujo, Henshin Heroes, Magic, School Life, Based on a Manga",3.58,1992.0
4027,TV   ,Nippon Animation,"Drama, 19th Century, Countryside, Europe, Historical, World Masterpiece Theater, Based on a Novel",3.58,1978.0
4028,TV   ,MADHOUSE,"Action, Sci Fi, Androids, Post-apocalyptic, Robots",3.58,2008.0
4029,Movie,Toei Animation,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Revenge, Superpowers, Based on a Manga",3.58,1991.0
4031,TV   ,XEBEC,"Action, Comedy, Harem, Romance, Sci Fi, Aliens, Anthropomorphic, Cohabitation, Interspecies Relationship, Non-Human Protagonists, Parody, Based on a Light Novel",3.58,2012.0
4033,Movie,Pierrot,"Comedy, Shounen, Based on a Manga",3.58,1989.0
4034,TV   ,Group TAC,"Action, Adventure, Comedy, Fantasy, Elves, Isekai, Non-Human Protagonists, Person in a Strange World, Based on a Manga",3.57,1997.0
4036,TV   ,Shin-Ei Animation,"Comedy, Slice of Life, Episodic, Family Friendly, Family Life, Based on a Manga",3.57,2002.0
4039,Movie,L2 Studio,"Comedy, Chinese Animation",3.57,2015.0
4043,Movie,Lapiz,"Adventure, Comedy, Family Friendly, Supernatural, Youkai, Based on a Novel, CG Animation",3.57,2011.0
4045,TV   ,Spring 1998,"Action, Adventure, Fantasy, Shoujo, Impersonation, Post-apocalyptic, Based on a Manga",3.57,1998.0
4048,Movie,Toei Animation,"Action, Drama, Sci Fi, Seinen, Aliens, Leijiverse, Outer Space, Space Opera, Space Pirates, Based on a Manga",3.57,1978.0
4053,Movie,Toei Animation,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga",3.57,1994.0
4056,TV   ,XEBEC,"Sci Fi, Proxy Battles",3.57,2006.0
4058,TV   ,Sunrise,"Adventure, Comedy, Mecha, Transforming Mecha",3.57,1992.0
4062,TV   ,A-1 Pictures,"Mystery, Island, noitaminA, Based on a Novel, Violence",3.57,2015.0
4063,Movie,Toei Animation,"Action, Sci Fi, Shounen, Family Friendly, Monsters",3.57,2001.0
4065,Movie,Gudong Animation Studio,"Drama, Romance, Chinese Animation, Coming of Age, School Life",3.57,2018.0
4069,TV   ,A-1 Pictures,"Idols, Music, Showbiz, Based on a Mobile Game",3.57,2015.0
4070,TV   ,Passione,"Horror, Mystery, Countryside, Curse, Psychological, Thriller, Based on a Visual Novel, Explicit Violence,, Mature Themes,, Suicide",3.57,2021.0
4071,TV   ,Tatsunoko Production,"Comedy, Ecchi, Sports, Basketball, Panty Shots, School Life, Based on a Manga",3.57,1981.0
4074,TV   ,Studio DEEN,"Adventure, Drama, Fantasy, Josei, Based on a Manga",3.57,2008.0
4077,TV   ,TMS Entertainment,"19th Century, Animal Protagonists, Anthropomorphic, Detectives, Dogs, England, Europe, Family Friendly, Historical, Non-Human Protagonists, Sherlock Holmes",3.57,1984.0
4084,TV   ,Zexcs,"Drama, Romance, Slice of Life, Countryside, Disability, Psychological, School Life, Based on an Eroge, Based on a Visual Novel, Bullying,, Mature Themes,, Nudity,, Physical Abuse",3.57,2008.0
4085,Movie,Shin-Ei Animation,"Fantasy, Family Friendly",3.57,1994.0
4086,TV   ,Doga Kobo,"Drama, Romance, Seinen, Slice of Life, Convenience Store, Death of a Loved One, Love Triangle, Mature Romance, Melancholy, Based on a Manga",3.57,2020.0
4087,Movie,Pierrot,"Action, Shounen, Supernatural, Based on a Manga",3.57,1993.0
4088,Movie,Shin-Ei Animation,"Comedy, Slice of Life, Family Friendly, Family Life, Based on a Manga",3.57,2010.0
4091,TV   ,10GAUGE,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Dinosaurs, Family Friendly, Forest, Lifestyle Change, Non-Human Protagonists, Short Episodes, Time Travel",3.57,2016.0
4094,TV   ,10GAUGE,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Dinosaurs, Family Friendly, Non-Human Protagonists, Short Episodes, Time Travel",3.57,2018.0
4097,Movie,BN Pictures,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Pigs, Based on a Picture Book",3.57,2017.0
4100,TV   ,Nippon Animation,"Adventure, Comedy, Fantasy, Shounen, Parody, Based on a Manga",3.57,2000.0
4101,TV   ,Studio Gokumi,"Comedy, Ecchi, Shounen, Board Games, Mahjong, School Club, School Life, Tournaments, Based on a Manga",3.57,2012.0
4102,Movie,Eiken,"Shounen, Sports, Baseball, Tournaments, Based on a Manga",3.57,1981.0
4107,TV   ,Doga Kobo,"Adventure, Ecchi, Ancient China, Martial Arts, Romance of the Three Kingdoms, Based on an Eroge, Based on a Visual Novel",3.57,2010.0
4109,Movie,Kinema Citrus,"Drama, Abstract, All-Girls School, Childhood Friends, Childhood Promise, Recap, Showbiz, Original Work",3.57,2020.0
4110,TV   ,MADHOUSE,"Comedy, Drama, Sci Fi, 19th Century, Historical",3.57,2007.0
4112,TV   ,Studio Comet,"Fantasy, Anthropomorphic, Family Friendly, Sanrio Characters",3.57,2008.0
4116,TV   ,J.C.Staff,"Action, Mystery, Shounen, Detectives, Based on a Manga",3.57,2002.0
4117,TV   ,Synergy SP,"Action, Comedy, Shounen, Psychic Powers, Superpowers, Based on a Manga",3.57,2008.0
4118,TV   ,Artland,"Comedy, Shounen, Crude, Episodic, Gag, Short Episodes, Based on a Manga",3.57,2006.0
4119,TV   ,TMS Entertainment,"Comedy, Shounen, Ninja, School Life, Based on a Manga",3.57,1982.0
4120,TV   ,Studio DEEN,"Adventure, Comedy, Fantasy, Shounen, Slice of Life, Episodic, Thieves, Based on a Manga",3.57,2002.0
4122,Movie,MangoWork Studio,"Drama, Slice of Life, Chinese Animation, Island, Melancholy, Shorts",3.57,2010.0
4123,TV   ,AIC,"Comedy, Ecchi, Harem, Shounen, Lifestyle Change, Roommates, Samurai, Based on a Manga",3.57,2009.0
4124,Movie,Studio DEEN,"Comedy, Romance, Sci Fi, Shounen, Aliens, Love Triangle, Based on a Manga",3.57,1985.0
4126,TV   ,Mushi Production,"Comedy, Sports, Baseball, School Life, Based on a Manga",3.57,1971.0
4128,TV   ,TMS Entertainment,"Family Friendly, Proxy Battles",3.57,2021.0
4129,TV   ,Bones,"Animal Characteristics, Music, Non-Human Protagonists, Based on a Mobile Game",3.57,2016.0
4132,TV   ,Sunrise,"Action, Mecha, Sci Fi, Military, Political, Original Work",3.57,1999.0
4133,TV   ,MAPPA,"Sports, Gymnastics, Supernatural, Original Work",3.57,2020.0
4134,TV   ,J.C.Staff,"Drama, Slice of Life, Sports, Baseball, Based on a Light Novel",3.57,2009.0
4137,TV   ,OLM,"Action, Mecha, Sci Fi, Shounen, Family Friendly, Trains",3.57,2021.0
4138,TV   ,SATELIGHT,"Action, Seinen, Martial Arts, Overpowered Main Characters, Post-apocalyptic, Based on a Manga, Explicit Violence",3.57,2008.0
4139,TV   ,Zexcs,"Comedy, Fantasy, Slice of Life, Animal Characteristics, Japanese Mythology, Based on a Light Novel",3.57,2008.0
4142,Movie,MADHOUSE,"Action, Comedy, Fantasy, Seinen, Afterlife, Demons, Hell, Monster School, Non-Human Protagonists, School Life, Based on a Manga, Nudity",3.57,2008.0
4143,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic",3.57,2020.0
4144,Movie,Toei Animation,Family Friendly,3.57,1972.0
4146,Movie,Pierrot,"Sci Fi, Abstract, Recap, Time Travel, Original Work, Incest,, Mature Themes",3.57,1990.0
4154,Movie,Digital Frontier,"Action, Horror, Sci Fi, Pandemic, Zombies, Based on a Video Game, CG Animation, Violence",3.57,2008.0
4158,TV   ,Toei Animation,"Magical Girl, Shoujo, Family Friendly, Henshin Heroes, Magic, School Life, Witches, Based on a Manga",3.57,1989.0
4159,Movie,Sunrise,"Action, Sci Fi, Recap, Superpowers, Original Work",3.57,2011.0
4161,Movie,Magic Bus,"Drama, Historical, Military, War, World War 2, Original Work",3.57,1993.0
4162,TV   ,Kachidoki Studio,"Comedy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Short Episodes",3.57,2019.0
4163,TV   ,WHITE FOX,"Action, Adventure, Fantasy, Harem, Seinen, Demons, Magic, Medieval, Based on an Eroge, Based on a Visual Novel",3.57,2009.0
4165,TV   ,Noside,"Mystery, Slice of Life",3.57,2007.0
4170,TV   ,The Answer Studio,"Action, Seinen, Assassins, Criminals, Episodic, Guns, Noir, Based on a Manga, Explicit Sex,, Mature Themes,, Violence",3.56,2008.0
4175,TV   ,TMS Entertainment,"Action, Sci Fi, Crossdressing, Human Experimentation, Secret Identity, Superheroes, Superpowers, Based on a Comic Book",3.56,1999.0
4176,TV   ,I.Gzwei,"Action, Mecha, Sci Fi, Aliens, Animeism, Post-apocalyptic, Psychological, Original Work",3.56,2015.0
4178,TV   ,Studio Comet,"Adventure, Sci Fi, Original Work",3.56,1999.0
4179,Movie,TMS Entertainment,"Comedy, Shounen, Based on a Manga",3.56,1982.0
4183,Movie,Tatsunoko Production,"Idols, Music, Showbiz",3.56,2019.0
4184,TV   ,Tele-Cartoon Japan,"Action, Adventure, Shounen, Martial Arts, Ninja, Based on a Manga",3.56,1968.0
4185,TV   ,Sunrise,"Action, Mecha, Sci Fi, Human Experimentation, Military, Post-apocalyptic, Psychic Powers, Superpowers, Original Work",3.56,1996.0
4193,TV   ,Summer 2017,"Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, No Dialogue, Non-Human Protagonists, Pigs, Short Episodes, Original Work",3.56,2017.0
4195,TV   ,Studio Junio,Adventure,3.56,1997.0
4197,Movie,Toei Animation,"Action, Fantasy, Dragon Quest",3.56,1992.0
4198,Movie,Sunrise,"Mecha, Sci Fi",3.56,2005.0
4199,Movie,Magic Bus,"Adventure, Historical",3.56,1997.0
4205,TV   ,Mushi Production,"Adventure, Comedy, Fantasy, Slice of Life, Animal Protagonists, Non-Human Protagonists, World Masterpiece Theater, Based on a Novel",3.56,1969.0
4206,TV   ,G.CMay Animation & Film,"Action, Adventure, Fantasy, Chinese Animation, Monsters, Person in a Strange World, Summoned Into Another World",3.56,2013.0
4207,TV   ,Production I.G,"Comedy, Fantasy, Seinen, 15th Century, Europe, France, Historical, Magic, Medieval, Religion, War, Witches, Based on a Manga, Animal Abuse,, Mature Themes,, Sexual Content,, Violence",3.56,2015.0
4210,Movie,Toei Animation,"Action, Adventure, Sci Fi, Shounen, America, Family Friendly, Monsters",3.56,2000.0
4213,TV   ,Bones,"Action, Sci Fi, Shounen, Proxy Battles, Tournaments, Based on a Manga",3.56,2001.0
4214,Movie,Seven Arcs,"Action, Drama, Mecha, Sci Fi, Seinen, Amnesia, Outer Space, Based on a Manga",3.56,2016.0
4215,TV   ,MADHOUSE,"Comedy, Sci Fi, Episodic, Outer Space, Original Work",3.56,2002.0
4217,TV   ,Studio Hibari,"Comedy, Mystery, Shounen, Detectives, Episodic, Based on a Manga",3.56,2001.0
4221,TV   ,Summer 2019,"Comedy, Aliens, Animal Characteristics, Flash Animation",3.56,2019.0
4223,Movie,Production I.G,"Comedy, Horror, Anime Tamago, Bookstore, Shorts, Supernatural, Original Work",3.56,2012.0
4226,TV   ,aNCHOR,"Action, Mecha, Sci Fi, Aliens, America, Military, Based on an Eroge, Based on a Visual Novel, Violence",3.56,2012.0
4231,TV   ,AIC,"Comedy, Drama, GL, Romance, Shoujo-ai, LGBT Themes, School Life, Based on a Manga",3.56,2009.0
4233,TV   ,Nippon Animation,"Drama, 19th Century, Canada, Countryside, Family Friendly, Historical, Melancholy, Orphans, Poverty, World Masterpiece Theater, Based on a Novel, Bullying,, Emotional Abuse,, Mature Themes,, Physical Abuse,, Domestic Abuse",3.56,2009.0
4234,TV   ,Group TAC,"Adventure, Comedy, Original Work",3.56,1995.0
4235,TV   ,Sunrise,"Sci Fi, Sports, Baseball, Robots, Soccer, Original Work",3.56,1993.0
4236,TV   ,Group TAC,"Adventure, Comedy, Sci Fi, Outer Space",3.56,1996.0
4239,TV   ,Pierrot,"Comedy, Mystery, Shounen, Animal Protagonists, Anthropomorphic, Dogs, Non-Human Protagonists, Based on a Manga",3.56,1987.0
4243,TV   ,MAPPA,"Action, Fantasy, Mystery, Sci Fi, Conspiracy, Contemporary Fantasy, Dark Fantasy, Demons, Power Suits, Superheroes, Supernatural, Based on a TV Series, Mature Themes,, Physical Abuse",3.56,2017.0
4244,TV   ,MAPPA,"Action, Adventure, Fantasy, Dark Fantasy, Demons, Magic, Medieval, Power Suits, Superheroes, Supernatural, Based on a TV Series, Mature Themes,, Nudity,, Physical Abuse,, Violence",3.56,2014.0
4245,TV   ,XEBEC,"Action, Comedy, Drama, Ecchi, Mecha, Sci Fi, Aliens, Original Work",3.56,2012.0
4246,TV   ,Tatsunoko Production,"Drama, Slice of Life, Based on a Manga",3.56,1974.0
4248,TV   ,Gallop,"Shounen, Sports, Baseball, Based on a Manga",3.56,1989.0
4249,TV   ,Pierrot,"Action, Comedy, Samurai, Based on a Manga",3.56,1991.0
4252,Movie,Studio Himalaya,"Drama, Ocean, Ship, Shorts",3.56,2018.0
4254,Movie,AIC,"Action, Sci Fi, Androids, Cyberpunk, Non-Human Protagonists, Robots, Original Work",3.56,1997.0
4259,Movie,Visual 80,"Fantasy, Family Friendly, Non-Human Protagonists",3.56,1992.0
4262,TV   ,GONZO,"Comedy, Ecchi, Sci Fi, Seinen, Bounty Hunters, Desert, Guns, Post-apocalyptic, Based on a Manga",3.56,2004.0
4264,TV   ,Shin-Ei Animation,"Comedy, Slice of Life, Episodic, Family Friendly, Family Life, Based on a Manga",3.56,2015.0
4265,TV   ,Toei Animation,"Drama, Harem, Romance, Based on a Visual Novel",3.56,2002.0
4269,Movie,TMS Entertainment,"America, Criminals, Thieves, Based on a Manga",3.56,1985.0
4274,TV   ,SILVER LINK.,"Comedy, Romance, Shounen, Revenge, School Life, Based on a Manga",3.56,2017.0
4275,TV   ,LIDEN FILMS,"Comedy, Fantasy, Shounen, Breaking the Fourth Wall, Parody, RPG, Short Episodes, Based on a Manga",3.56,2013.0
4276,TV   ,AXsiZ,"Comedy, Slice of Life, Supernatural, Vampires, Based on a Manga",3.56,2018.0
4277,TV   ,Project No.9,"Comedy, Ecchi, Romance, Guilds, MMORPG, School Life, Sudden Girlfriend Appearance, Based on a Light Novel",3.56,2016.0
4278,TV   ,Studio DEEN,"Comedy, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, School Life, Sudden Girlfriend Appearance, Based on a Manga",3.56,1981.0
4280,Movie,Toei Animation,"Magical Girl, Henshin Heroes, Magic, Witches, Original Work",3.56,2000.0
4282,TV   ,SILVER LINK.,"Comedy, Shounen, Slice of Life, Mental Illness, Otaku Culture, School Life, Based on a Manga",3.56,2013.0
4283,Movie,Signal.MD,"Drama, Fantasy, Original Work",3.56,2017.0
4284,TV   ,Doga Kobo,"Comedy, Seinen, Slice of Life, Animal Protagonists, Countryside, Dogs, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga",3.56,2014.0
4286,TV   ,Hoods Entertainment,"Comedy, Romance, Shoujo, School Life, Based on a Manga",3.56,2018.0
4295,TV   ,A.C.G.T,"Action, Seinen, Aliens, Superpowers, Based on a Manga, Mature Themes,, Nudity,, Physical Abuse,, Sexual Abuse,, Violence",3.56,2013.0
4296,TV   ,Bridge,"Action, Fantasy, Card Battles, Family Friendly, Tournaments, Based on a Card Game",3.56,2017.0
4298,Movie,Pierrot,"Action, Shounen, Ninja, Based on a Manga",3.56,2006.0
4303,TV   ,CONNECT,"Seinen, Slice of Life, Fishing, The Great Outdoors, Based on a Manga",3.56,2022.0
4304,TV   ,MADHOUSE,"Comedy, Shounen, Gag, Slapstick, Supernatural, Vampires, Based on a Manga",3.56,2021.0
4308,Movie,TMS Entertainment,"Drama, Sports, Baseball",3.56,1969.0
4310,Movie,Wao World,"Drama, Autobiographies, Music, Based on a Novel",3.56,2009.0
4312,Movie,Toei Animation,"Action, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence",3.56,1988.0
4313,TV   ,OLM,"Card Battles, Monsters, Based on a Card Game",3.56,2016.0
4314,Movie,Vega Entertainment,"Drama, 19th Century, America, Anime Tamago, Childcare, Orphans, Shorts, Original Work",3.56,2020.0
4315,TV   ,Shogakukan Music & Digital Entertainment,"Comedy, Seinen, Slice of Life, Based on a Manga",3.56,2013.0
4316,TV   ,ufotable,"Comedy, Slice of Life, School Life",3.56,2007.0
4319,Movie,OLM,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Island, Monsters, Based on a Video Game",3.55,2002.0
4320,TV   ,Toei Animation,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu",3.55,2009.0
4321,Movie,Triangle Staff,"Drama, Slice of Life, Historical",3.55,1996.0
4322,TV   ,Toei Animation,"Action, Mecha, Aliens, Combining Mecha, Sentai, Superheroes, Tokusatsu, Original Work",3.55,1977.0
4325,Movie,Tezuka Productions,"Animal Protagonists, Cats, Family Friendly, Forest, Jungle, Non-Human Protagonists, Based on a Manga",3.55,1997.0
4327,Movie,TMS Entertainment,"Drama, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga",3.55,1981.0
4328,TV   ,Shin-Ei Animation,"Shounen, Sports, Golf, Tournaments",3.55,1985.0
4330,TV   ,Wawayu Animation,"Action, Chinese Animation, Demons, Supernatural",3.55,2017.0
4331,TV   ,XEBEC,"Comedy, Fantasy, Harem, Romance, Shounen, All-Girls School, Magic, Magic School, School Life, Based on a Manga",3.55,2005.0
4332,Movie,Shin-Ei Animation,"Adventure, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Shorts, Based on a Manga",3.55,1999.0
4333,TV   ,TNK,"Action, Comedy, Ecchi, Fantasy, Harem, All-Girls School, Boarding School, Magic, Magic School, Master-Servant Relationship, School Life, Tsundere, Based on a Light Novel",3.55,2014.0
4334,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic",3.55,2010.0
4335,TV   ,TMS Entertainment,"Action, Comedy, Seinen, 16th Century, Chibi, Feudal Japan, Historical, Ninja, Overpowered Main Characters, Rebellions, Short Episodes, War, Based on a 4-Koma Manga, Based on a Manga, Violence",3.55,2018.0
4336,Movie,Toei Animation,"Action, Shounen, Androids, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Robots, Superpowers, Based on a Manga",3.55,1992.0
4338,TV   ,Artland,"Comedy, Ecchi, Shounen, Sports, School Club, School Life, Swimming, Based on a Manga",3.55,2007.0
4345,TV   ,Studio Comet,"Comedy, Drama, Seinen, Based on a Manga",3.55,1992.0
4349,Movie,Shin-Ei Animation,"Adventure, Shounen, Cats, Family Friendly, Middle Eastern, Non-Human Protagonists, Robots, Based on a Manga",3.55,1991.0
4351,Movie,Sunrise,"Action, Mecha, Sci Fi, Recap",3.55,2020.0
4353,TV   ,SILVER LINK.,"Action, Fantasy, Harem, Guns, Magic, Urban Fantasy, Based on a Light Novel, Violence",3.55,2015.0
